arch,compiler,commit_hash,method,test,omp_threads,wallclock_seconds
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,390.2
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,267.2
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,268
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,267.1
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,205.1
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,205.1
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,204.7
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,177.7
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,176.6
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,177.5
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,8,752
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,8,747
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,8,746.5
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,16,428.6
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,16,417
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,16,419.9
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,32,285.9
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,32,296.8
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,32,294.3
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,64,236.2
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,64,235.5
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,64,237.4
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,8,1112.5
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,8,1101.7
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,8,1104
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,16,734.9
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,16,725.2
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,16,722.1
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,32,538.4
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,32,547.7
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,32,545.3
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,64,478.7
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,64,480.2
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,64,481.5
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,1055.9
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,1054.4
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,1056.7
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,569.8
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,569.9
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,572.7
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,327.9
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,327.1
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,327.2
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,216.9
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,214.8
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,216.4
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,319.3
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,319.7
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,319.4
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,227.3
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,227.1
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,223.9
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,180.9
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,177.8
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,178.7
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,164.7
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,161.3
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,162.7
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,8,602.2
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,8,614.7
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,8,612.8
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,16,364.8
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,16,361.8
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,16,360.6
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,32,238.6
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,32,237.9
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,32,238.9
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,64,204.3
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,64,186.3
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,64,187
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,8,1050.6
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,8,1050.1
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,8,1050.8
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,16,681
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,16,688
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,16,689.6
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,32,536.6
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,32,542.8
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,32,550.3
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,64,641.8
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,64,589.3
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,64,563
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,781.3
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,786.3
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,789.8
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,421.3
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,419.7
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,422.7
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,262.7
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,260.1
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,258.7
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,176.4
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,172.4
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,175.5
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,8,305.2
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,8,304.6
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,8,305.4
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,16,217.7
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,16,217.7
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,16,218.4
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,32,176.4
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,32,175
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,32,174.5
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,64,170.9
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,64,167.2
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,64,174.7
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,8,590
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,8,588.3
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,8,589.6
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,16,348.4
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,16,351.5
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,16,353.1
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,32,246.3
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,32,248.3
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,32,243.2
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,64,199.7
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,64,219.2
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,64,216.6
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,8,968
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,8,972
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,8,966.3
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,16,638.3
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,16,636.2
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,16,634.1
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,32,490.4
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,32,493.4
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,32,479.5
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,64,444.9
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,64,450
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,64,444.4
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,771.8
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,769.4
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,763.1
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,410.4
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,410.9
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,408.4
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,228.7
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,226.7
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,230.3
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,151.5
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,149.8
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,150.2
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,288.5
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,287.4
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,285.7
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,205.7
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,205.2
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,204.9
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,165.8
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,165.1
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,165.6
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,147.8
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,152.1
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,148.6
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,8,564.4
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,8,560.6
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,8,560.9
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,16,326.1
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,16,325
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,16,326
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,32,210.6
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,32,210.7
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,32,215.1
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,64,164.4
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,64,162.3
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,64,164.3
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,8,1200.3
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,8,1203.6
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,8,1201.9
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,16,760.2
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,16,760.5
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,16,764.7
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,32,544.3
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,32,543.5
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,32,545
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,64,455
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,64,455.9
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,64,453
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,1009.6
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,1008.9
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,1009.5
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,532.5
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,529.9
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,532.4
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,299.7
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,298.9
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,299.7
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,189.6
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,189.3
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,190.2
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,8,391.2
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,8,390.8
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,8,397.3
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,16,309.8
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,16,310.3
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,16,327.6
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,32,271.5
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,32,272.3
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,32,288.4
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,64,254.9
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,64,262.4
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,64,257.9
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,8,583.9
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,8,585.2
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,8,584.5
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,16,328.9
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,16,330
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,16,330.9
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,32,204.1
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,32,204.7
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,32,205
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,64,151.1
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,64,149.5
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,64,148.4
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,8,1297.5
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,8,1294.6
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,8,1294.6
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,16,819
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,16,817.3
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,16,815.6
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,32,578.7
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,32,582.1
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,32,580.8
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,64,478.5
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,64,478.4
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,64,479.8
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,1107.1
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,1103.7
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,1106.2
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,585.3
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,584.1
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,586.4
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,330.3
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,329.7
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,331.8
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,212
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,212.2
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,213.2
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,651.1
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,651.8
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,651.3
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,558
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,560.2
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,560.4
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,512.4
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,515.6
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,512.8
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,493.9
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,494.9
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,494
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,8,630.7
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,8,631.8
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,8,630.2
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,16,357.5
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,16,356.8
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,16,355.4
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,32,221.4
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,32,221.1
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,32,221.5
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,64,159
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,64,159
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,64,159.2
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,8,1219.2
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,8,1217.7
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,8,1215.2
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,16,778.1
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,16,780.6
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,16,778
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,32,557.9
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,32,557.8
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,32,558.7
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,64,470
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,64,466.5
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,64,467.8
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,1113.7
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,1113.5
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,1112.5
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,588.8
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,588
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,590.2
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,330.4
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,331.8
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,332.5
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,210.2
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,209.4
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,211.7
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,413.8
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,410.9
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,406.2
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,329.7
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,330
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,333.5
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,285
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,289.5
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,285.2
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,269.9
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,285.5
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,290.9
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,8,607.1
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,8,607
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,8,606.7
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,16,345.4
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,16,343.9
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,16,345.6
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,32,214.5
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,32,215.2
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,32,214.6
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,64,155.9
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,64,154
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,64,154.5
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,8,1205.4
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,8,1196.7
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,8,1205
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,16,766.8
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,16,766
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,16,767.6
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,32,551.7
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,32,550.4
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,32,550.7
